Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20020917X03607,Accident,LAX82DA300,1982-08-15,"SANTA CRUZ, CA",United States,,,SRU,SKYPARK,Non-Fatal,Substantial,Airplane,N47325,Taylorcraft,DCO-65,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,15-08-1983
20020917X03419,Accident,FTW82DA348,1982-08-15,"ALBUQUERQUE, NM",United States,,,Q64,ALAMEDA,Non-Fatal,Substantial,Airplane,N5404K,Cessna,172P,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,15-08-1983
20020917X03405,Accident,FTW82DA332,1982-08-15,"BALMORHEA, TX",United States,,,25XS,RANCH STRIP,Non-Fatal,Substantial,Airplane,N9294U,Cessna,150M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,15-08-1983
20020917X03403,Accident,FTW82DA329,1982-08-15,"SANTA FE, NM",United States,,,SAF,SANTA FE MUNICIPAL,Non-Fatal,Substantial,Airplane,N67834,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,15-08-1983
20020917X03182,Accident,DEN82DA163,1982-08-15,"5NM COLORADO SP, CO",United States,,,COS,COLORADO SPRINGS MUNI.,Non-Fatal,Substantial,Airplane,N2292T,Piper,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Descent,Probable Cause,15-08-1983
20020917X02812,Accident,ATL82DA239,1982-08-15,"HUNTSVILLE, AL",United States,,,M82,NORTH HUNTSVILLE,Non-Fatal,Substantial,Airplane,N2514E,Piper,PA-38,No,2,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,2,VMC,Approach,Probable Cause,15-08-1983
20020917X03192,Accident,DEN82DA173,1982-08-15,"BRITTON, SD",United States,,,3BT,BRITTON MUNICIPAL,Non-Fatal,Substantial,Airplane,N91919,Cessna,A188B,No,1,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0,0,0,1,VMC,Cruise,Probable Cause,15-08-1983
20020917X03513,Incident,FTW82IA331,1982-08-16,"EL PASO, TX",United States,,,ELP,EL PASO INT'L,Incident,Minor,Airplane,N1969J,Cessna,421B,No,2,Turbo Prop,Part 91: General Aviation,,Business,,0,0,1,0,VMC,Descent,Probable Cause,16-08-1983
20020917X03193,Accident,DEN82DA174,1982-08-16,"15MI. NE OF CHR, CO",United States,,,,,Non-Fatal,Destroyed,Airplane,N3072Z,Piper,PA-28RT-201T,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Cruise,Probable Cause,16-08-1983
20020917X04000,Accident,NYC82DA202,1982-08-16,"TUNKHANNOCK, PA",United States,,,76N,SKYHAVEN,Non-Fatal,Substantial,Airplane,N3732Z,Piper,PA-22-160,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,16-08-1983
20020917X03999,Accident,NYC82DA201,1982-08-16,"GARDNER, MA",United States,,,,GARDNER MUNICIPAL,Non-Fatal,Substantial,Airplane,N3366H,Ercoupe,415C,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,16-08-1983
20020917X03774,Accident,MIA82DA171,1982-08-16,"CLEARWATER, FL",United States,,,PIE,ST. PETERSBURG INT'L,Non-Fatal,Substantial,Airplane,N99987,Engineering & Research,415-C,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Climb,Probable Cause,16-08-1983
20020917X03773,Accident,MIA82DA170,1982-08-16,"GAINESVILLE, FL",United States,,,GNV,GAINESVILLE REGIONAL,Non-Fatal,Substantial,Airplane,YS325,Cessna,210,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,2,0,VMC,Cruise,Probable Cause,16-08-1983
20020917X03692,Accident,LAX82FA305,1982-08-16,"BUENA PARK, CA",United States,,,,FULLERTON MUNICIPAL,Non-Fatal,Substantial,Airplane,N732JP,Cessna,T210L,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,16-08-1983
20020917X03184,Accident,DEN82DA165,1982-08-16,"YUMA, CO",United States,,,2V6,YUMA MUNICIPAL,Non-Fatal,Substantial,Airplane,N5138X,Bellanca,7GCBC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,16-08-1983
20020917X03183,Accident,DEN82DA164,1982-08-16,"DURANGO, CO",United States,,,5C00,ANIMAS AIRPARK,Non-Fatal,Substantial,Airplane,N4642J,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,16-08-1983
20020917X03034,Accident,CHI82DA311,1982-08-16,"PLYMOUTH, MI",United States,,,ID2,METTETAL,Non-Fatal,Substantial,Airplane,N641D,Dragon Fly,,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,16-08-1983
20020917X02697,Accident,ANC82DAG45,1982-08-16,"EAGLE RIVER, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N2409P,Piper,PA-38-112,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Maneuvering,Probable Cause,16-08-1983
20020917X02694,Accident,ANC82DAG41,1982-08-16,"ANCHORAGE, AK",United States,,,MRI,MERRILL,Non-Fatal,Substantial,Airplane,N3849W,Cessna,336,No,2,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Landing,Probable Cause,16-08-1983
20020917X02664,Accident,ANC82DA073,1982-08-16,"NEAR SKWENTNA, AK",United States,,,,NARROW RIVER,Non-Fatal,Substantial,Airplane,N79SC,Cessna,185,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,16-08-1983
20020917X04030,Accident,NYC82FA203,1982-08-17,"LEWES, DE",United States,,,,,Fatal(2),Destroyed,Airplane,N1886G,Champion,7ECA,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,Maneuvering,Probable Cause,17-08-1983
20020917X03708,Accident,LAX82FUM11,1982-08-17,"SAN CLEMENTE, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N739UY,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,Unknown,Probable Cause,17-08-1983
20020917X03409,Accident,FTW82DA336,1982-08-17,"LEACHVILLE, AR",United States,,,,,Non-Fatal,Destroyed,Airplane,N2321V,Snow,AT-301A,No,1,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,17-08-1983
20020917X03230,Accident,DEN82FTK06,1982-08-17,"WATERTOWN, SD",United States,,,,,Fatal(1),Destroyed,Airplane,N154T,Piper,PA-18,No,1,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,1,0,0,0,VMC,Maneuvering,Probable Cause,17-08-1983
20020917X04150,Accident,SEA82DA162,1982-08-17,"BELLINGHAM, WA",United States,,,BLI,BELLINGHAM INTERNATIONAL,Non-Fatal,Substantial,Airplane,N97TR,North American,AT-6C,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,17-08-1983
20020917X04144,Accident,SEA82DA145,1982-08-17,"MEDFORD, OR",United States,,,MFR,MEDFORD-JACKSON COUNTY,Non-Fatal,Substantial,Airplane,N26922,Gulfstream American,AA-5A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,17-08-1983
20020917X04143,Accident,SEA82DA144,1982-08-17,"GRANTS PASS, OR",United States,,,3S8,JOSEPHINE CO.,Non-Fatal,Substantial,Airplane,N6139M,Cessna,152-II,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,17-08-1983
20020917X03859,Accident,MKC82DA148,1982-08-17,"NEAR TRAER, IA",United States,,,,,Non-Fatal,Substantial,Airplane,N9975J,Cessna,T188C,No,1,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,17-08-1983
20020917X03775,Accident,MIA82DA172,1982-08-17,"NEAR ST. MARKS, FL",United States,,,,,Non-Fatal,Substantial,Airplane,N4197D,Helio,H-395,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,17-08-1983
20020917X03613,Accident,LAX82DA307,1982-08-17,"BUCKEYE, AZ",United States,,,,HOLLY AIRSTRIP,Non-Fatal,Substantial,Airplane,N733QE,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,17-08-1983
20020917X03408,Accident,FTW82DA335,1982-08-17,"ALEXANDRIA, LA",United States,,,,,Non-Fatal,Substantial,Airplane,N7744C,Piper,PA-32R-300,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,2,VMC,Go-around,Probable Cause,17-08-1983
20020917X03185,Accident,DEN82DA166,1982-08-17,"MEEKER, CO",United States,,,2V3,MEEKER,Non-Fatal,Substantial,Airplane,N7386D,Beech,60,No,2,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,17-08-1983
20020917X02884,Accident,ATL82FLJ08,1982-08-17,"SCOTLAND NECK, NC",United States,,,,,Non-Fatal,Substantial,Airplane,N9780P,Piper,PA-25-260,No,1,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0,1,0,0,VMC,Maneuvering,Probable Cause,17-08-1983
20020917X02814,Accident,ATL82DA241,1982-08-17,"FLORALA, AL",United States,,,0J4,FLORALA MUNICIPAL AIRPORT,Non-Fatal,Substantial,Airplane,N9916G,Cessna,A188A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,17-08-1983
20020917X02665,Accident,ANC82DA075,1982-08-17,"NEAR SUTTON, AK",United States,,,,,Non-Fatal,Substantial,Helicopter,N5698E,Enstrom,F-28F,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,3,0,VMC,Takeoff,Probable Cause,17-08-1983
20020917X03407,Accident,FTW82DA334,1982-08-17,"MARIANNA, AR",United States,,,,GERRARD,Non-Fatal,Substantial,Airplane,N5364,Grumman,G164A,No,1,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0,0,0,1,VMC,Takeoff,Probable Cause,17-08-1983
20020917X03450,Accident,FTW82FPA16,1982-08-18,"PLANO, TX",United States,,,,,Fatal(2),Destroyed,Airplane,N10984,Bellanca,7ECA,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,Unknown,Probable Cause,18-08-1983
20020917X03085,Accident,CHI82FA312,1982-08-18,"ROCK FALLS, IL",United States,,,,,Fatal(2),Destroyed,Airplane,N29660,Taylorcraft,BL-65,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,Maneuvering,Probable Cause,18-08-1983
20020917X04149,Accident,SEA82DA151,1982-08-18,"7NM SO. OF SALE, OR",United States,,,,,Non-Fatal,Substantial,Airplane,N82219,Aeronca,7AC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,18-08-1983
20020917X03858,Accident,MKC82DA147,1982-08-18,"MANHATTAN, KS",United States,,,MHK,MANHATTAN MUNI,Non-Fatal,Substantial,Airplane,N3436W,Piper,PA-32-260,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,6,VMC,Descent,Probable Cause,18-08-1983
20020917X03857,Accident,MKC82DA146,1982-08-18,"CAMDENTON, MO",United States,,,H21,CAMDENTON MEMORIAL,Non-Fatal,Substantial,Airplane,N550MA,Mitsubishi,MU-2B-20,No,2,Turbo Prop,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Approach,Probable Cause,18-08-1983
20020917X03416,Accident,FTW82DA343,1982-08-18,"GRAND CHENIER, LA",United States,,,,,Non-Fatal,Substantial,Airplane,N70467,Cessna,A185F,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,3,VMC,Landing,Probable Cause,18-08-1983
20020917X03410,Accident,FTW82DA337,1982-08-18,"AFTON, TX",United States,,,,,Non-Fatal,Substantial,Airplane,N50038,Cessna,177RG,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,IMC,Taxi,Probable Cause,18-08-1983
20020917X03186,Accident,DEN82DA167,1982-08-18,"ENGLEWOOD, CO",United States,,,APA,ARAPANDE COUNTY,Non-Fatal,Substantial,Airplane,N16541,Piper,PA-28-235,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,1,0,0,VMC,Approach,Probable Cause,18-08-1983
20020917X03051,Accident,CHI82DA334,1982-08-18,"HOLLAND, MI",United States,,,C-19,TULIP CITY,Non-Fatal,Substantial,Airplane,N93019,Cessna,210,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,18-08-1983
20020917X02695,Accident,ANC82DAG42,1982-08-18,"NEAR TYONEK, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N3489Y,Cessna,185,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,1,0,1,VMC,Maneuvering,Probable Cause,18-08-1983
20020917X02881,Accident,ATL82FLG13,1982-08-19,"SWANSEA, SC",United States,,,,,Fatal(1),Destroyed,Airplane,N1CJ,Smith,MINIPLANE,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,Maneuvering,Probable Cause,19-08-1983
20020917X04145,Accident,SEA82DA146,1982-08-19,"TOLEDO, WA",United States,,,,,Non-Fatal,Substantial,Airplane,N38220,Auster,A.O.P.6,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Cruise,Probable Cause,19-08-1983
20020917X04001,Accident,NYC82DA204,1982-08-19,"WALLINGFORD, CT",United States,,,MMK,MARKHAM-MERIDEN,Non-Fatal,Substantial,Airplane,N4433C,Cessna,195A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,19-08-1983
20020917X03701,Accident,LAX82FUG15,1982-08-19,"FONTANA, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N24MF,Piper,PA-34-200T,No,2,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,5,VMC,Cruise,Probable Cause,19-08-1983
20020917X03411,Accident,FTW82DA338,1982-08-19,"ARDMORE, OK",United States,,,IFO,DOWNTOWN ARDMORE,Non-Fatal,Substantial,Airplane,N9FV,Cessna,P210N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,IMC,Landing,Probable Cause,19-08-1983
20020917X03036,Accident,CHI82DA314,1982-08-19,"MINFORD, OH",United States,,,PMH,GREATER PORTSMOUTH,Non-Fatal,Substantial,Airplane,N30845,Cessna,177,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,2,0,0,VMC,Takeoff,Probable Cause,19-08-1983
20020917X04002,Accident,NYC82DA205,1982-08-20,"CERES, NY",United States,,,,,Non-Fatal,Destroyed,Airplane,N714EY,Cessna,150M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,20-08-1983
20020917X03863,Accident,MKC82DA154,1982-08-20,"FISK, MO",United States,,,,,Non-Fatal,Destroyed,Airplane,N8787L,Piper,PA-25-235,No,1,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0,0,0,1,VMC,Takeoff,Probable Cause,20-08-1983
20020917X03776,Accident,MIA82DA173,1982-08-20,"ORLANDO, FL",United States,,,ORL,ORLANDO EXECUTIVE,Non-Fatal,Destroyed,Gyrocraft,N6140S,Air & Space,18A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,1,VMC,Takeoff,Probable Cause,20-08-1983
20020917X02899,Accident,ATL83FA186,1982-08-20,"FT. PICKETT, VA",United States,,,,,Fatal(1),Destroyed,Airplane,N90910,Piper,PA-18,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,Unknown,Probable Cause,20-08-1983
20020917X03777,Accident,MIA82DA174,1982-08-20,"MIAMI, FL",United States,,,OPF,OPA LOCKA,Non-Fatal,Substantial,Helicopter,N366DJ,Bell,47G-2,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,20-08-1983
20020917X03612,Accident,LAX82DA306,1982-08-20,"CHANDLER, AZ",United States,,,,,Non-Fatal,Substantial,Helicopter,N4026S,Hiller,UH-12E,No,1,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,20-08-1983
20020917X03188,Accident,DEN82DA169,1982-08-20,"BROOMFIELD, CO",United States,,,BJC,JEFFERSON COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N3149Z,Quicksilver,MXII,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,0,1,0,1,VMC,Takeoff,Probable Cause,20-08-1983
20020917X03187,Accident,DEN82DA168,1982-08-20,"WELDONA, CO",United States,,,,,Non-Fatal,Substantial,Airplane,N684CF,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Unknown,Probable Cause,20-08-1983
20020917X03044,Accident,CHI82DA322,1982-08-20,"FRANKFORD, MI",United States,,,3D4,FRANKFORD,Non-Fatal,Substantial,Airplane,N26805,Grumman,AA-5A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,20-08-1983
20020917X03039,Accident,CHI82DA317,1982-08-20,"NEW CARLISLE, OH",United States,,,I11,NEW CARLISLE,Non-Fatal,Substantial,Airplane,N668V,Beech,BE-33,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,20-08-1983
20020917X02868,Accident,ATL82FKG16,1982-08-20,"MADISON, GA",United States,,,,MADISON,Non-Fatal,Substantial,Airplane,N9336U,Cessna,150M,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,20-08-1983
20020917X04146,Accident,SEA82DA147,1982-08-20,"YAKIMA, WA",United States,,,YKM,YAKIMA AIR TERMINAL,Non-Fatal,Substantial,Airplane,N4170C,Maule,BEE DEE M-4,No,1,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,1,0,VMC,Takeoff,Probable Cause,20-08-1983
20020917X03876,Accident,MKC82FA149,1982-08-20,"KANSAS CITY, MO",United States,,,MKC,DOWNTOWN,Non-Fatal,Substantial,Airplane,N237AM,Swearingen,SA226TC,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Air Midwest,0,0,0,12,VMC,Approach,Probable Cause,20-08-1983
20020917X03860,Accident,MKC82DA150,1982-08-20,"HOLDREGE, NE",United States,,,HDE,BREWSTER,Non-Fatal,Substantial,Airplane,N8809J,Eagle,DW-1,No,1,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0,0,0,1,VMC,Cruise,Probable Cause,20-08-1983
20020917X03053,Accident,CHI82DA347,1982-08-20,"NEAR BROOTEN, MN",United States,,,,,Non-Fatal,Substantial,Helicopter,N4090G,Bell,47G-4A,No,1,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0,0,0,1,VMC,Takeoff,Probable Cause,20-08-1983
20020917X03043,Accident,CHI82DA321,1982-08-20,"WEST CHICAGO, IL",United States,,,DPA,DUPAGE,Non-Fatal,Substantial,Airplane,N223HC,Cassutt,CASSUTT,Yes,1,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,0,1,VMC,Landing,Probable Cause,20-08-1983
20020917X03788,Accident,MIA82FKT11,1982-08-21,"LANTANA, FL",United States,,,,,Non-Fatal,Destroyed,Airplane,N68738,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,1,0,0,VMC,Maneuvering,Probable Cause,21-08-1983
20020917X03729,Incident,LAX82IA309,1982-08-21,"HONOLULU, HI",United States,,,HNL,HONOLULU,Incident,Minor,Airplane,N104WA,Mcdonnell Douglas,DC-10-30F,No,3,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"World Airways, Inc.",0,0,0,393,VMC,Takeoff,Probable Cause,21-08-1983
20020917X03619,Accident,LAX82DA317,1982-08-21,"PHOENIX, AZ",United States,,,,DIRT STRIP,Non-Fatal,Destroyed,Airplane,N98931,Piper,PA-12,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,21-08-1983
20020917X03618,Accident,LAX82DA316,1982-08-21,"VENTURA, CA",United States,,,,,Non-Fatal,Destroyed,Airplane,N50RT,,MIDGET MUSTANG,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Maneuvering,Probable Cause,21-08-1983
20020917X03617,Accident,LAX82DA315,1982-08-21,"SANTA CATALINA, CA",United States,,,,,Non-Fatal,Destroyed,Airplane,N7956Y,Piper,PA-30,No,2,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,21-08-1983
20020917X03412,Accident,FTW82DA339A,1982-08-21,"ABILENE, TX",United States,,,6F4,ELMDALE,Non-Fatal,Minor,Airplane,N42BA,North American,AT-6A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,2,2,VMC,Taxi,Probable Cause,21-08-1983
20020917X03040,Accident,CHI82DA318,1982-08-21,"PLAINFIELD TWP, IL",United States,,,,,Fatal(2),Destroyed,Airplane,N68099,Mustang,II,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,Maneuvering,Probable Cause,21-08-1983
20020917X04176,Accident,SEA82FYM23,1982-08-21,"TROUTDALE, OR",United States,,,,TROUTDALE,Non-Fatal,Substantial,Helicopter,N56AD,Hughes,369HS,No,1,Turbo Shaft,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,21-08-1983
20020917X04003,Accident,NYC82DA206,1982-08-21,"HO HO KUS, NJ",United States,,,,,Non-Fatal,Substantial,Helicopter,N57480,Bell,206L-1,No,1,Turbo Shaft,Part 91: General Aviation,,Business,,0,0,0,2,VMC,Cruise,Probable Cause,21-08-1983
20020917X03862,Accident,MKC82DA152,1982-08-21,"THEDFORD, NE",United States,,,5V3,THOMAS COUNTY,Non-Fatal,Substantial,Airplane,N3419E,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,3,1,VMC,Maneuvering,Probable Cause,21-08-1983
20020917X03861,Accident,MKC82DA151,1982-08-21,"WASHINGTON, IA",United States,,,C61,WASHINGTON MUNICIPAL,Non-Fatal,Substantial,Helicopter,N73205,Bell,47G-2A,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Taxi,Probable Cause,21-08-1983
20020917X03616,Accident,LAX82DA314,1982-08-21,"MIRA LOMA, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N29473,Aeronca,65-TC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,21-08-1983
20020917X03418,Accident,FTW82DA345,1982-08-21,"OKLAHOMA CITY, OK",United States,,,2EJ,EXPRESSWAY,Non-Fatal,Substantial,Airplane,N15373,Piper,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,21-08-1983
20020917X03412,Accident,FTW82DA339B,1982-08-21,"ABILENE, TX",United States,,,6F4,ELMDALE,Non-Fatal,Substantial,Airplane,N60157,Cessna,150-J,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,2,2,VMC,Go-around,Probable Cause,21-08-1983
20020917X03191,Accident,DEN82DA172,1982-08-21,"PALISADE, CO",United States,,,,,Non-Fatal,Substantial,Airplane,N18906,Beech,C24R,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Cruise,Probable Cause,21-08-1983
20020917X03189,Accident,DEN82DA170,1982-08-21,"ARTHUR, ND",United States,,,ND03,ARTHUR MUNICIPAL,Non-Fatal,Substantial,Airplane,N9066V,Mooney,M-20F,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,1,3,VMC,Landing,Probable Cause,21-08-1983
20020917X03046,Accident,CHI82DA324,1982-08-21,"KNOX, IN",United States,,,,,Non-Fatal,Substantial,Airplane,N5796W,Piper,PA-28-160,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Descent,Probable Cause,21-08-1983
20020917X02816,Accident,ATL82DA244,1982-08-21,"LEXINGTON, MS",United States,,,,OLD LEXINGTON AIRPORT,Non-Fatal,Substantial,Airplane,N5044T,Piper,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,21-08-1983
20020917X02815,Accident,ATL82DA242,1982-08-21,"HOLLY SPRINGS, MS",United States,,,,,Non-Fatal,Substantial,Airplane,N7320M,Cessna,210M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,0,VMC,Cruise,Probable Cause,21-08-1983
20020917X02674,Accident,ANC82DAA11,1982-08-21,"CARIBOU STRIP, AK",United States,,,,CARIBOU,Non-Fatal,Substantial,Airplane,N9376C,Cessna,180,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,21-08-1983
20020917X03415,Accident,FTW82DA342,1982-08-21,"PORT MANSFIELD, TX",United States,,,,,Non-Fatal,Substantial,Helicopter,N208EH,Bell,206B,No,1,Turbo Shaft,Part 91: General Aviation,,Unknown,,0,0,0,1,VMC,Cruise,Probable Cause,21-08-1983
20020917X03886,Accident,MKC82FCJ05,1982-08-22,"MAX, NE",United States,,,,,Fatal(1),Destroyed,Airplane,N29639,Taylorcraft,BC-12-65,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,1,0,0,VMC,Cruise,Probable Cause,22-08-1983
20020917X03693,Accident,LAX82FA308,1982-08-22,"LOS ANGELES, CA",United States,,,,,Fatal(1),Destroyed,Airplane,N6825P,Piper,PA-24-250,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,Approach,Probable Cause,22-08-1983
20020917X03205,Accident,DEN82DTK07,1982-08-22,"PHILLIP, SD",United States,,,,,Non-Fatal,Minor,Balloon,N4010S,Raven,RX-7,No,0,Unknown,Part 91: General Aviation,,Personal,,0,1,0,2,VMC,Standing,Probable Cause,22-08-1983
20020917X02851,Accident,ATL82FA243,1982-08-22,"GREENWOOD, MS",United States,,,,,Fatal(1),Destroyed,Airplane,N67JH,Aeronca,7AC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,1,0,0,VMC,Maneuvering,Probable Cause,22-08-1983
20020917X02699,Accident,ANC82DAG48,1982-08-22,"NERA KENAI, AK",United States,,,,,Fatal(1),Minor,Airplane,N369X,Maule,M-5,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,1,VMC,Standing,Probable Cause,22-08-1983
